#SetID	ThemeGroup	Theme	SubTheme	Year	Name	Pieces	USRetailPrice
4161	Technical	Technic	Speed Slammers	2000	Bike Burner	60	6.75
4162	Technical	Technic	Speed Slammers	2000	Formula Force	107	10
4163	Technical	Technic	Speed Slammers	2000	Dueling Dragsters	202	18
4164	Technical	Technic	Competition	1998	Cyber Slam Spider	119	0
4165	Technical	Technic	Speed Slammers	2001	Slammer Stunt Bike	152	15
4166	Technical	Technic	Speed Slammers	2001	Battle Cars	115	9
4167	Technical	Technic	Speed Slammers	2001	Slammer Turbo	253	20
4168	Technical	Technic	{Unknown}	1996	Convertables	275	33
4169	Technical	Technic	Competition	1998	Robot's Revenge	223	30
4170	Technical	Technic	{Unknown}	1999	Hydro Racer	46	4
4171	Technical	Technic	{Unknown}	1999	Road Rebel	44	6
4172	Technical	Technic	{Unknown}	1998	Forklift	231	33
4173	Technical	Technic	{Unknown}	1997	Search Sub	383	49.5
4174	Technical	Technic	{Unknown}	1999	Sonic Cycle	89	8
4175	Technical	Technic	{Unknown}	1999	Beach Buster	183	20
4176	Technical	Technic	{Unknown}	1999	Fire Helicopter	210	16.5
4177	Technical	Technic	{Unknown}	1999	Rescue Bike	202	15
6811	Technical	Technic	{Unknown}	2009	Go-Kart	144	14.99
4178	Technical	Technic	Competition	1998	Cyber Strikers	367	50
6977	Technical	Technic	{Unknown}	2009	Crane Truck	1877	149.99
6894	Technical	Technic	{Unknown}	2009	Mini Bulldozer	165	9.99
6812	Technical	Technic	{Unknown}	2009	Tractor	104	9.99
6813	Technical	Technic	{Unknown}	2009	Rally Truck	198	24.99
6810	Technical	Technic	{Unknown}	2009	Quad-Bike	308	39.99
7051	Technical	Technic	{Unknown}	2009	Snow Groomer	590	49.99
6814	Technical	Technic	{Unknown}	2009	Hauler	575	69.99
6978	Technical	Technic	{Unknown}	2009	Front Loader	1061	79.99
4179	Technical	Technic	Competition	1998	Blue Flash Versus The Arachnophob	366	70
4180	Technical	Technic	Competition	1999	Scorpion Attack	85	15
4181	Technical	Technic	Competition	1999	Cyber Stinger	345	40
5553	Technical	Technic	{Unknown}	2007	Rough Terrain Crane	106	9.99
5554	Technical	Technic	{Unknown}	2007	Wheel Loader	200	19.99
5555	Technical	Technic	{Unknown}	2007	Snowmobile	331	29.99
5884	Technical	Technic	{Unknown}	2007	Off Road Truck	805	49.99
5773	Technical	Technic	{Unknown}	2007	Combine Harvester	1025	69.99
5774	Technical	Technic	{Unknown}	2007	Motorized Bulldozer	1384	149.99
4182	Technical	Technic	{Unknown}	1997	Giant Model Set	546	40
4183	Technical	Technic	{Unknown}	2000	4WD X-Track	449	70
4184	Technical	Technic	{Unknown}	1995	Fire Engine	424	55
5109	Technical	Technic	{Unknown}	2006	Mini Tractor	121	10
5110	Technical	Technic	{Unknown}	2006	Quad Bike	200	20
5111	Technical	Technic	{Unknown}	2006	Telehandler	323	29.99
5315	Technical	Technic	{Unknown}	2006	Dune Buggy / Tractor	872	60
5353	Technical	Technic	{Unknown}	2006	Tow Truck	1877	119.99
4185	Technical	Technic	{Unknown}	1996	3-In-1 Car	734	84
5316	Technical	Technic	{Unknown}	2006	Motor Box	93	29.99
5352	Technical	Technic	{Unknown}	2006	Crawler Crane	800	49.99
5317	Technical	Technic	{Unknown}	2006	Fire Truck	1035	74.99
6303	Technical	Technic	{Unknown}	2008	Mini Forklift	89	7.99
6296	Technical	Technic	{Unknown}	2008	Dirt Bike	248	24.99
6297	Technical	Technic	{Unknown}	2008	Cherry Picker	726	59.99
6426	Technical	Power Functions	Technic	2008	LEGO® Power Functions Motor Set	10	29.99
6427	Technical	Technic	{Unknown}	2008	Excavator	720	59.99
6428	Technical	Technic	{Unknown}	2008	Telescopic Handler	1182	89.99
6298	Technical	Technic	{Unknown}	2008	Dune Buggy	199	19.99
6429	Technical	Technic	{Unknown}	2008	Off-Roader	1097	119.99
4186	Technical	Technic	{Unknown}	1997	Search Sub	0	50
4188	Technical	Technic	{Unknown}	2000	LEGO Technic Guys	5	11
8312	Racing	Racers	Tiny Turbos	2011	Urban Enforcer	45	5.99
8313	Racing	Racers	Tiny Turbos	2011	Rod Rider	48	5.99
8314	Racing	Racers	Tiny Turbos	2011	Demon Destroyer	51	5.99
8315	Racing	Racers	Tiny Turbos	2011	Smokin' Slickster	44	5.99
4189	Technical	Technic	Competition	2000	Duel Bikes	192	30
4190	Technical	Technic	Competition	2000	Stunt Race	392	90
4192	Licensed	Galidor	{Unknown}	2002	Nick Bluetooth	12	10
4193	Licensed	Galidor	{Unknown}	2002	Gorm	12	10
4194	Licensed	Galidor	{Unknown}	2002	Jens	13	10
4195	Licensed	Galidor	{Unknown}	2002	Nick Bluetooth Deluxe	15	15
4196	Licensed	Galidor	{Unknown}	2002	Gorm Deluxe	14	15
4197	Licensed	Galidor	{Unknown}	2002	TDN Module	9	40
4198	Licensed	Galidor	{Unknown}	2002	Kek Powerizer	9	60
4199	Licensed	Galidor	{Unknown}	2002	Allegra	10	10
4200	Licensed	Galidor	{Unknown}	2002	Ooni	29	20
4201	Licensed	Galidor	{Unknown}	2002	Aquart	11	0
4203	Licensed	Galidor	{Unknown}	2002	Nepol Basic Figure	10	10
4204	Licensed	Galidor	{Unknown}	2002	Nepol and Shimmel	27	20
4205	Licensed	Galidor	{Unknown}	2002	Mokarr	0	0
4206	Licensed	Galidor	{Unknown}	2002	Euripides	10	10
4207	Licensed	Galidor	{Unknown}	2002	Tager	18	0
4210	Racing	Racers	Drome Racers	2003	Pro Stunt	30	4
4211	Racing	Racers	Drome Racers	2003	Slammer Rhino	218	20
4212	Racing	Racers	Drome Racers	2003	Exo Force Bike	101	10
4213	Racing	Racers	Drome Racers	2003	H.O.T. Blaster Bike	88	10
4214	Racing	Racers	Drome Racers	2003	Jungle Monster	116	15
4215	Racing	Racers	Drome Racers	2003	Zonic Strike	107	15
4216	Racing	Racers	Drome Racers	2003	Off-Roader	26	4
4217	Racing	Racers	Drome Racers	2003	Desert Racer	27	4
4219	Racing	Racers	Drome Racers	2003	Track Racer	24	4
4220	Racing	Racers	Ferrari	2004	Ferrari F1 Racer	113	15
4221	Racing	Racers	Drome Racers	2003	Baja Desert Racers	322	40
4222	Racing	Racers	Drome Racers	2003	Multi-Challenge Race Track	623	89.99
4223	Racing	Racers	Drome Racers	2003	Tuneable Racer	196	70
4224	Racing	Racers	Drome Racers	2003	Supersonic RC	429	130
4225	Racing	Racers	Outdoor RC	2004	Dirt Crusher RC	88	140
5363	Racing	Racers	Outdoor RC	2006	Dirt Crusher RC	88	40
4227	Racing	Racers	Drome Racers	2003	Nitro Stunt Bike	92	10
4228	Racing	Racers	Drome Racers	2003	Extreme Power Bike	98	10
4229	Racing	Racers	Williams F1	2003	Williams F1 Team Racer	98	13
4230	Racing	Racers	Ferrari	2004	Ferrari F1 Pit Set	242	30
4231	Racing	Racers	Drome Racers	2003	Hot Flame	257	80
4232	Racing	Racers	Drome Racers	2004	Red Beast RC	65	40
4234	Racing	Racers	Drome Racers	2004	Red Maniac	83	10
4235	Racing	Racers	Drome Racers	2004	Exo Raider	94	10
4236	Racing	Racers	Drome Racers	2004	Hot Buster	67	10
4237	Racing	Racers	Drome Racers	2004	Nitro Terminator	70	10
4238	Racing	Racers	Drome Racers	2004	Jungle Crasher	76	10
4239	Racing	Racers	Drome Racers	2004	Exo Stealth	81	10
4240	Racing	Racers	Ferrari	2004	Ferrari F1 Racer 1:10	738	70
4241	Racing	Racers	Ferrari	2004	M. Schumacher and R. Barrichello	34	7
6851	Historical	Pirates	{Unknown}	2009	Soldier's Arsenal	17	3.49
6852	Historical	Pirates	{Unknown}	2009	Pirate Survival	16	3.49
6850	Modern day	City	General	2009	BBQ Stand	22	3.49
6962	Action/Adventure	Space	Space Police 3	2009	K-9 Bot	22	3.49
6963	Action/Adventure	Space	Space Police 3	2009	Space Speeder	14	3.49
6755	Modern day	City	Town	2009	City Minifigure Collection	60	9.99
6976	Modern day	City	Traffic	2009	Sports Car	68	9.99
7674	Modern day	City	Town	2010	City House	383	39.99
7675	Modern day	City	Town	2010	Public Transport Station	864	99.99
4244	Technical	Technic	{Unknown}	1996	Desert Ranger	289	30
7308	Constraction	Ben 10: Alien Force	{Unknown}	2010	Spidermonkey	21	14.99
7309	Constraction	Ben 10: Alien Force	{Unknown}	2010	Swampfire	22	14.99
7310	Constraction	Ben 10: Alien Force	{Unknown}	2010	ChromaStone	21	14.99
4246	Technical	Technic	{Unknown}	1995	Nighthawk	286	29.75
4247	Technical	Technic	{Unknown}	1997	Mountain Rambler	244	30
4667	Technical	Technic	{Unknown}	2005	Dump Truck	284	30
4721	Technical	Technic	{Unknown}	2005	Fork-Lift	729	69.99
4248	Technical	Technic	{Unknown}	1998	Mag Wheel Master	315	30
4668	Technical	Technic	{Unknown}	2005	Mini Loader	66	5.99
4610	Technical	Technic	{Unknown}	2005	Excavator	286	20
4722	Technical	Technic	{Unknown}	2005	Street Bike	506	49.99
4723	Technical	Technic	{Unknown}	2005	Mobile Crane	1884	150
4250	Technical	Technic	{Unknown}	1995	Circuit Shock Racer	315	33
8600	Licensed	Cars	Cars 2	2011	World Grand Prix Racing Rivalry	136	14.99
8601	Licensed	Cars	Cars 2	2011	Mater's Spy Zone	114	14.99
4251	Technical	Technic	{Unknown}	1996	Black Falcon	465	49.5
8602	Licensed	Cars	Cars 2	2011	Escape at Sea	159	19.99
4252	Technical	Technic	{Unknown}	1998	Red Hot Machine with CD-ROM	472	59.99
4253	Technical	Technic	{Unknown}	2002	Helicopter	147	0
4255	Technical	Technic	{Unknown}	2002	Mag Wheel Master	318	35
4256	Technical	Technic	{Unknown}	2002	Pneumatic Crane Truck	862	85
4257	Technical	Technic	{Unknown}	1998	Concept Car	471	0
4258	Technical	Technic	{Unknown}	2004	Cool Movers	215	13
4259	Technical	Technic	{Unknown}	2004	Aircraft	445	35
4260	Technical	Technic	{Unknown}	2004	4WD	763	45
4261	Technical	Technic	{Unknown}	2004	Truck	1027	90
4262	Technical	Technic	{Unknown}	1997	Future Car	419	54
4263	Technical	Technic	{Unknown}	2003	Pneumatic Crane Truck	848	85
4264	Technical	Technic	{Unknown}	2004	Front End Loader	582	70
4265	Technical	Technic	{Unknown}	1995	Formula Flash	414	54
4266	Technical	Technic	{Unknown}	2003	Fork-Lift Truck	72	6
4267	Technical	Technic	{Unknown}	1996	Pneumatic Log Loader	327	59
4268	Technical	Technic	{Unknown}	1999	Air Enforcer	309	30
4269	Technical	Technic	{Unknown}	1999	Indy Storm	446	40
4270	Technical	Technic	{Unknown}	1999	Crane Truck	582	60
4271	Technical	Technic	{Unknown}	1999	Super Street Sensation	1437	130
4273	Technical	Technic	Competition	1999	The Mission	643	0
4274	Technical	Technic	{Unknown}	2003	Dump Truck	183	20
4275	Technical	Technic	{Unknown}	2003	Front-End Loader	214	20
4276	Technical	Technic	{Unknown}	2003	Rescue Truck	639	70
4277	Technical	Technic	{Unknown}	2003	Back-Hoe	704	100
4278	Technical	Technic	{Unknown}	1996	Fiber Optic Multi Set	404	74
4279	Technical	Technic	{Unknown}	2000	Power Puller	979	100
4280	Technical	Technic	{Unknown}	2000	Silver Champion	1431	170
4281	Technical	Technic	{Unknown}	1997	Pneumatic Front-End Loader	591	82
4283	Technical	Technic	{Unknown}	1995	Pneumatic Crane Truck	850	99
4284	Racing	Racers	Williams F1	2002	Williams F1 Team Racer	1484	129.99
4285	Technical	Technic	{Unknown}	1998	Tow Truck	774	122
4286	Technical	Technic	{Unknown}	2001	Forklift	235	30
4287	Technical	Technic	{Unknown}	2001	Pneumatic Front-End Loader	591	70
4288	Technical	Technic	{Unknown}	2001	Extreme Off Roader	365	40
4289	Technical	Technic	{Unknown}	2001	4x4 Off-Roader	1102	119.99
4290	Racing	Racers	Drome Racers	2002	Power Crusher	92	8
4291	Racing	Racers	Drome Racers	2002	Slammer Raptor	144	10
4292	Racing	Racers	Drome Racers	2002	Slammer G-Force	148	15
4293	Racing	Racers	Drome Racers	2002	Nitro Burner	119	20
4294	Racing	Racers	Drome Racers	2002	Street 'n' Mud Racer	347	69.99
4295	Racing	Racers	Drome Racers	2002	Nitro Race Team	500	50
4296	Racing	Racers	Drome Racers	2002	RC Race Buggy	283	130
4297	Technical	Technic	{Unknown}	1997	Barcode Multi-Set	1280	164
4298	Technical	Technic	{Unknown}	1996	Space Shuttle	1368	158
4299	Technical	Technic	Competition	1998	CyberMaster	889	0
4996	Technical	Technic	{Unknown}	1998	CyberMaster	894	0
8603	Licensed	Cars	Cars 2	2011	Ultimate Build Lightning McQueen	242	29.99
4300	Technical	Technic	{Unknown}	1995	Control Centre II	1079	219
8604	Licensed	Cars	Original Film	2011	Mack's Team Truck	374	39.99
8605	Licensed	Cars	Original Film	2011	Flo's V8 Cafe	517	59.99
6277	Racing	Racers	Power Racers	2008	Desert Hopper	92	9.99
6278	Racing	Racers	Power Racers	2008	Ram Rod	72	9.99
6279	Racing	Racers	Power Racers	2008	Mud Hopper	59	9.99
6280	Racing	Racers	Power Racers	2008	Red Ace	82	9.99
6281	Racing	Racers	Power Racers	2008	Ring of Fire	268	29.99
6440	Racing	Racers	Tiny Turbos	2008	Crosstown Craze	503	39.99
6441	Racing	Racers	Power Racers	2008	Desert Hammer	510	49.99
4302	Technical	Technic	Slizer	1999	Torch	33	6
4303	Technical	Technic	Slizer	1999	Ski	34	6
4304	Technical	Technic	Slizer	1999	Turbo	45	6
4305	Technical	Technic	Slizer	1999	Scuba	39	6
4306	Technical	Technic	Slizer	1999	Jet	44	6
4307	Technical	Technic	Slizer	1999	Amazon	36	6
4308	Technical	Technic	Slizer	1999	Granite	34	6
4309	Technical	Technic	Slizer	1999	Electro	37	6
4310	Technical	Technic	Slizer	1999	Supplementary Discs	5	2
4311	Technical	Technic	Robo Riders	2000	Swamp	45	6
4313	Technical	Technic	Robo Riders	2000	Lava	35	6
4317	Technical	Technic	Robo Riders	2000	Frost	44	6
4318	Technical	Technic	Robo Riders	2000	Onyx	37	6
4319	Technical	Technic	Robo Riders	2000	Dust	46	6
4320	Technical	Technic	Robo Riders	2000	Power	32	6
4321	Technical	Technic	Robo Riders	2000	RoboRider Wheels	4	2
4322	Technical	Technic	Robo Riders	2000	The Boss	125	0
7316	Constraction	Ben 10: Alien Force	{Unknown}	2010	Humungousaur	14	14.99
7314	Constraction	Ben 10: Alien Force	{Unknown}	2010	Jet Ray	16	14.99
7315	Constraction	Ben 10: Alien Force	{Unknown}	2010	Big Chill	20	14.99
4324	Technical	Technic	Slizer	1999	Millennium Slizer	135	20
4325	Technical	Technic	Slizer	2000	Flare	44	6
4326	Technical	Technic	Slizer	2000	Spark	35	6
4327	Technical	Technic	Slizer	2000	Blaster	88	15
4328	Constraction	Bionicle	Accessories	2001	Masks	6	2
5306	Technical	Mindstorms	NXT	2006	Mindstorms NXT	577	249.99
5591	Technical	Mindstorms	NXT	2006	Converter Cables for Mindstorms NXT	3	9.99
5590	Technical	Mindstorms	NXT	2006	Connector Cables for Mindstorms NXT	7	9.99
4330	Constraction	Bionicle	Accessories	2001	Masks	6	0
4331	Constraction	Bionicle	Toa Mata	2001	Pohatu	49	7
4332	Constraction	Bionicle	Toa Mata	2001	Onua	30	7
4333	Constraction	Bionicle	Toa Mata	2001	Gali	35	7
4334	Constraction	Bionicle	Toa Mata	2001	Tahu	33	7
4335	Constraction	Bionicle	Toa Mata	2001	Lewa	36	7
4336	Constraction	Bionicle	Toa Mata	2001	Kopaka	33	7
4337	Constraction	Bionicle	Rahi	2001	Nui-Rama	146	15
4338	Constraction	Bionicle	Rahi	2001	Muaka & Kane-ra	633	70
4339	Constraction	Bionicle	Rahi	2001	Manas	442	90
4341	Constraction	Bionicle	Turaga	2001	Vakama	28	3
4342	Constraction	Bionicle	Turaga	2001	Matau	26	3
4343	Constraction	Bionicle	Turaga	2001	Onewa	30	3
4344	Constraction	Bionicle	Turaga	2001	Nokama	27	3
4345	Constraction	Bionicle	Turaga	2001	Nuju	29	3
4346	Constraction	Bionicle	Turaga	2001	Whenua	28	3
4347	Constraction	Bionicle	Promotional	2001	Bionicle Power Pack	10	15
6983	Technical	Mindstorms	NXT 2.0	2009	Mindstorms NXT 2.0	619	279.99
4348	Constraction	Bionicle	Rahi	2001	Nui-Jaga	218	35
4349	Constraction	Bionicle	Rahi	2001	Tarakava	411	50
4351	Constraction	Bionicle	Bohrok Va	2002	Gahlok Va	26	2.99
4352	Constraction	Bionicle	Bohrok Va	2002	Kohrak Va	28	3
4353	Constraction	Bionicle	Bohrok Va	2002	Lehvak Va	28	3
4354	Constraction	Bionicle	Bohrok Va	2002	Pahrak Va	27	3
4355	Constraction	Bionicle	Bohrok Va	2002	Tahnok Va	27	3
4356	Constraction	Bionicle	Bohrok Va	2002	Nuhvok Va	26	3
4357	Constraction	Bionicle	Warriors	2002	Boxor	157	15
4358	Constraction	Bionicle	Warriors	2002	Exo-Toa	378	35
4359	Constraction	Bionicle	Warriors	2002	Cahdok and Gahdok	636	60
4360	Constraction	Bionicle	Accessories	2002	Krana	5	0
4362	Constraction	Bionicle	Bohrok	2002	Pahrak	41	8
4363	Constraction	Bionicle	Bohrok	2002	Nuhvok	41	8
4364	Constraction	Bionicle	Bohrok	2002	Gahlok	41	8
4365	Constraction	Bionicle	Bohrok	2002	Tahnok	41	8
4366	Constraction	Bionicle	Bohrok	2002	Lehvak	41	8
4367	Constraction	Bionicle	Bohrok	2002	Kohrak	41	8
4368	Constraction	Bionicle	Toa Nuva	2002	Onua Nuva	41	8
4369	Constraction	Bionicle	Toa Nuva	2002	Lewa Nuva	37	8
4370	Constraction	Bionicle	Toa Nuva	2002	Pohatu Nuva	40	8
4371	Constraction	Bionicle	Accessories	2002	Krana	5	2
4373	Constraction	Bionicle	Toa Nuva	2002	Gali Nuva	44	8
4374	Constraction	Bionicle	Toa Nuva	2002	Kopaka Nuva	42	8
4375	Constraction	Bionicle	Toa Nuva	2002	Tahu Nuva	36	8
4376	Constraction	Bionicle	Bohrok-Kal	2003	Nuhvok-Kal	41	8
4377	Constraction	Bionicle	Bohrok-Kal	2003	Tahnok-Kal	41	8
4378	Constraction	Bionicle	Bohrok-Kal	2003	Kohrak-Kal	41	8
4379	Constraction	Bionicle	Bohrok-Kal	2003	Lehvak-Kal	41	8
4380	Constraction	Bionicle	Bohrok-Kal	2003	Pahrak-Kal	41	8
4381	Constraction	Bionicle	Bohrok-Kal	2003	Gahlok-Kal	41	8
4383	Constraction	Bionicle	Accessories	2003	Kraata	3	2
4384	Constraction	Bionicle	Matoran	2003	Kopeke	25	4
4385	Constraction	Bionicle	Matoran	2003	Matoro	25	4
4386	Constraction	Bionicle	Matoran	2003	Hahli	25	4
4387	Constraction	Bionicle	Matoran	2003	Hewkii	25	4
4388	Constraction	Bionicle	Matoran	2003	Hafu	25	4
4389	Constraction	Bionicle	Matoran	2003	Macku	25	4
4390	Constraction	Bionicle	Rahkshi	2003	Rahkshi Panrahk	45	9
4391	Constraction	Bionicle	Rahkshi	2003	Rahkshi Kurahk	45	9
4392	Constraction	Bionicle	Rahkshi	2003	Rahkshi Lerahk	45	9
4393	Constraction	Bionicle	Rahkshi	2003	Rahkshi Guurahk	45	9
4394	Constraction	Bionicle	Rahkshi	2003	Rahkshi Vorahk	45	9
4395	Constraction	Bionicle	Rahkshi	2003	Rahkshi Turahk	45	9
4396	Constraction	Bionicle	Warriors	2003	Makuta	199	20
4397	Constraction	Bionicle	Warriors	2003	Jaller and Gukko	172	20
4398	Constraction	Bionicle	Warriors	2003	Takua and Pewku	221	20
4399	Constraction	Bionicle	Warriors	2003	Takanuva	200	30
4400	Constraction	Bionicle	Accessories	2002	Krana Nuva	2	0
4401	Constraction	Bionicle	Accessories	2002	Kanohi Nuva and Krana Pack	5	2
4402	Constraction	Bionicle	Accessories	2003	Krana-Kal	5	2
4404	Constraction	Bionicle	Accessories	2003	Krana-Kal Bag	5	0
4405	Constraction	Bionicle	Toa Metru	2004	Toa Vakama	48	8
9366	Constraction	Bionicle	Promotional	2004	Toa Vakama (SDCC 2004 exclusive)	48	0
4406	Constraction	Bionicle	Toa Metru	2004	Toa Nokama	46	8
4407	Constraction	Bionicle	Toa Metru	2004	Toa Whenua	49	8
4408	Constraction	Bionicle	Toa Metru	2004	Toa Onewa	44	8
4409	Constraction	Bionicle	Toa Metru	2004	Toa Matau	46	8
4410	Constraction	Bionicle	Toa Metru	2004	Toa Nuju	48	8
4411	Constraction	Bionicle	Matoran	2004	Nuhrii	27	4
4412	Constraction	Bionicle	Matoran	2004	Vhisola	27	4
4413	Constraction	Bionicle	Matoran	2004	Tehutti	27	4
4414	Constraction	Bionicle	Matoran	2004	Ahkmou	27	4
4415	Constraction	Bionicle	Matoran	2004	Orkahm	27	4
4416	Constraction	Bionicle	Matoran	2004	Ehrye	30	4
4417	Constraction	Bionicle	Accessories	2004	Kanoka Disk Launcher Pack	4	2
4418	Constraction	Bionicle	Vahki	2004	Nuurakh	32	9
4419	Constraction	Bionicle	Vahki	2004	Bordakh	32	9
4420	Constraction	Bionicle	Vahki	2004	Vorzakh	32	9
4421	Constraction	Bionicle	Vahki	2004	Zadakh	32	9
4422	Constraction	Bionicle	Vahki	2004	Rorzakh	32	9
4423	Constraction	Bionicle	Vahki	2004	Keerakh	32	9
4424	Technical	Technic	Arctic	1986	Snow Scooter	100	0
4425	Constraction	Bionicle	Warriors	2004	Turaga Dume and Nivawk	179	19.99
4426	Constraction	Bionicle	Warriors	2004	Nidhiki	170	20
4427	Constraction	Bionicle	Warriors	2004	Krekka	203	20
5480	Constraction	Bionicle	Playsets	2006	Race for the Mask of Life	507	59.99
5338	Constraction	Bionicle	Warriors	2006	Umbra	179	25
5381	Constraction	Bionicle	Warriors	2006	Irnakk	124	25
6412	Action/Adventure	Agents	{Unknown}	2008	Gold Hunt	352	29.99
6414	Action/Adventure	Agents	{Unknown}	2008	Jetpack Pursuit	88	9.99
6415	Action/Adventure	Agents	{Unknown}	2008	Swamp Raid	231	19.99
6416	Action/Adventure	Agents	{Unknown}	2008	Speedboat Rescue	340	39.99
6417	Action/Adventure	Agents	{Unknown}	2008	Turbocar Chase	498	49.99
6418	Action/Adventure	Agents	{Unknown}	2008	Mobile Command Centre	1154	89.99
6419	Action/Adventure	Agents	{Unknown}	2008	Deep Sea Quest	520	49.99
6413	Action/Adventure	Agents	{Unknown}	2008	Volcano Base	718	69.99
8606	Licensed	Cars	Cars 2	2011	Spy Jet Escape	339	49.99
8607	Licensed	Cars	Cars 2	2011	Big Bentley Bust Out	743	69.99
4428	Technical	Technic	Arctic	1986	Polar Copter	238	0
4614	Racing	Racers	Tiny Turbos	2005	Flame Glider	52	4
4615	Racing	Racers	Tiny Turbos	2005	Monster Crusher	43	4
4617	Racing	Racers	Tiny Turbos	2005	Power Cruiser	46	4
4618	Racing	Racers	Tiny Turbos	2005	Street Maniac	36	4
4611	Racing	Racers	Power Racers	2005	Muscle Slammer Bike	126	10
4612	Racing	Racers	Power Racers	2005	Speed Slammer Bike	126	10
4616	Racing	Racers	Power Racers	2005	Night Racer	76	10
4613	Racing	Racers	Power Racers	2005	Buzz Saw	64	10
4763	Racing	Racers	Power Racers	2005	Nitro Menace	622	49.99
4641	Racing	Racers	Power Racers	2005	Furious Slammer Racer	254	20
4749	Racing	Racers	Power Racers	2005	Jumping Giant	242	20
4628	Racing	Racers	Ferrari	2005	Enzo Ferrari 1:17	477	40
4669	Racing	Racers	Ferrari	2005	Enzo Ferrari 1:10	1360	100
4670	Racing	Racers	Ferrari	2005	Scuderia Ferrari Truck	813	79.99
4750	Racing	Racers	Tiny Turbos	2005	RX-Sprinter	58	4
4751	Racing	Racers	Tiny Turbos	2005	F6 Truck	47	4
4752	Racing	Racers	Tiny Turbos	2005	ATR 4	39	4
4753	Racing	Racers	Tiny Turbos	2005	Big Bling Wheelie	32	4
4429	Technical	Technic	Arctic	1986	Arctic Rescue Unit	385	0
5217	Racing	Racers	Tiny Turbos	2006	Carbon Star	44	4
5318	Racing	Racers	Tiny Turbos	2006	Blue Renegade	49	4
5218	Racing	Racers	Tiny Turbos	2006	Fat Trax	42	4
5219	Racing	Racers	Tiny Turbos	2006	Road Hero	55	4
5319	Racing	Racers	Tiny Turbos	2006	Highway Enforcer	52	4
5220	Racing	Racers	Tiny Turbos	2006	Tuner X	61	4
5112	Racing	Racers	Power Racers	2006	Action Wheeler	79	10
5113	Racing	Racers	Power Racers	2006	Side Rider 55	111	10
5114	Racing	Racers	Power Racers	2006	Fire Spinner 360	113	10
5115	Racing	Racers	Power Racers	2006	Jump Master	105	10
5116	Racing	Racers	Ferrari	2006	Ferrari 430 Spider 1:17	559	39.99
5117	Racing	Racers	Ferrari	2006	Ferrari Finish Line	573	60
5118	Racing	Racers	Ferrari	2006	Ferrari F1 Fuel Stop	189	19.99
5360	Racing	Racers	Ferrari	2006	Ferrari F1 Racer 1:8	1246	139.99
5366	Racing	Racers	Outdoor RC	2006	Outdoor Challenger	104	160
5359	Racing	Racers	Outdoor RC	2006	Sunset Cruiser	58	60
8608	Licensed	Cars	Cars 2	2011	Ultimate Build Mater	288	29.99
8609	Licensed	Cars	Cars 2	2011	Ultimate Build Francesco	196	29.99
8610	Licensed	Cars	Cars 2	2011	Tokyo International Circuit	842	89.99
4430	Technical	Technic	Arctic	1986	Arctic Rescue Base	523	0
5358	Racing	Racers	Tiny Turbos	2006	Tuner Garage	652	39.99
5461	Racing	Racers	Power Racers	2006	Nitro Intimidator	724	50
7646	Miscellaneous	Collectable Minifigures	Series 1	2010	LEGO Minifigures - Series 1 {Random bag}	0	1.99
8002	Miscellaneous	Collectable Minifigures	Series 1	2010	Tribal Hunter	9	1.99
8003	Miscellaneous	Collectable Minifigures	Series 1	2010	Cheerleader	7	1.99
8004	Miscellaneous	Collectable Minifigures	Series 1	2010	Caveman	6	1.99
8005	Miscellaneous	Collectable Minifigures	Series 1	2010	Circus Clown	6	1.99
8006	Miscellaneous	Collectable Minifigures	Series 1	2010	Zombie	6	1.99
8007	Miscellaneous	Collectable Minifigures	Series 1	2010	Skater	8	1.99
8008	Miscellaneous	Collectable Minifigures	Series 1	2010	Robot	6	1.99
8009	Miscellaneous	Collectable Minifigures	Series 1	2010	Demolition Dummy	6	1.99
8010	Miscellaneous	Collectable Minifigures	Series 1	2010	Magician	6	1.99
8011	Miscellaneous	Collectable Minifigures	Series 1	2010	Super Wrestler	5	1.99
8012	Miscellaneous	Collectable Minifigures	Series 1	2010	Nurse	8	1.99
8013	Miscellaneous	Collectable Minifigures	Series 1	2010	Ninja	7	1.99
8014	Miscellaneous	Collectable Minifigures	Series 1	2010	Spaceman	9	1.99
8015	Miscellaneous	Collectable Minifigures	Series 1	2010	Forestman	9	1.99
8016	Miscellaneous	Collectable Minifigures	Series 1	2010	Deep Sea Diver	9	1.99
8017	Miscellaneous	Collectable Minifigures	Series 1	2010	Cowboy	8	1.99
9612	Miscellaneous	Collectable Minifigures	Series 1	2010	LEGO Minifigures - Series 1 - Complete	115	0
9619	Miscellaneous	Collectable Minifigures	Series 1	2010	LEGO Minifigures - Series 1 - Sealed Box	0	0
7643	Miscellaneous	Collectable Minifigures	Series 2	2010	LEGO Minifigures - Series 2 {Random bag}	0	1.99
8076	Miscellaneous	Collectable Minifigures	Series 2	2010	Mariachi	9	1.99
8077	Miscellaneous	Collectable Minifigures	Series 2	2010	Spartan Warrior	8	1.99
8078	Miscellaneous	Collectable Minifigures	Series 2	2010	Ringmaster	6	1.99
8079	Miscellaneous	Collectable Minifigures	Series 2	2010	Witch	6	1.99
8080	Miscellaneous	Collectable Minifigures	Series 2	2010	Vampire	7	1.99
8081	Miscellaneous	Collectable Minifigures	Series 2	2010	Traffic Cop	8	1.99
